,RegionName,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,# of Bedrooms,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08
0,10025,0.0,2600.0,2689.0,2678.0,2425.0,2392.5,2450.0,2495.0,2550.0,2550.0,2500.0,2495.0,2395.0,2425.0,2595.0,2640.0,2500.0,2500.0,2500.0,2550.0,2590.0,2595.0,2625.0,2697.0,2700.0,2800.0,2850.0,2750.0,2732.5,2695.0,2695.0,2730.0,2800.0,2809.0,2700.0,2700.0,2875.0,2800.0,2800.0,2850.0,2900.0,2900.0,2900.0,2860.0,2800.0,2750.0,3200.0,3050.0,3100.0,3075.0,3100.0,3098.0,3099.0,3075.0,3100.0,3100.0,3000.0,2962.5,2995.0,3050.0,3100.0,3050.0,3050.0,3000.0,3050.0,3050.0,3100.0,3000.0,3100.0,3050.0,3000.0,3000.0,3100.0,3045.0,3000.0,2950.0,3025.0,3000.0,3000.0,2995.0,2975.0,2900.0,2900.0,3032.5,3025.0,3000.0,2933.0,3025.0,3025.0,3040.5,2995.0,2975.0,2995.0,3000.0,2950.0,2900.0,2900.0,2950.0,3000.0,3100.0,3150.0,3183.0,3200.0,3200.0,3100.0,3150.0,3100.0,3100.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2,10023,0.0,2995.0,3025.0,3000.0,2770.0,2835.0,2900.0,3000.0,3000.0,2867.5,2900.0,2900.0,2970.0,3000.0,3100.0,3150.0,3100.0,3070.0,3000.0,3000.0,3100.0,3000.0,3000.0,3000.0,3100.0,3117.5,3100.0,3040.0,3000.0,3000.0,3150.0,3047.0,3042.0,3100.0,3109.0,3150.0,3200.0,3200.0,3100.0,3195.0,3200.0,3200.0,3200.0,3199.0,3200.0,3175.0,3295.0,3350.0,3300.0,3300.0,3350.0,3300.0,3300.0,3300.0,3350.0,3369.0,3300.0,3300.0,3350.0,3350.0,3350.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3100.0,3300.0,3300.0,3300.0,3300.0,3300.0,3226.0,3295.0,3250.0,3300.0,3299.5,3300.0,3300.0,3295.0,3280.5,3295.0,3300.0,3300.0,3267.0,3250.0,3221.0,3275.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3295.0,3300.0,3300.0,3300.0,3300.0,3350.0,3350.0,3325.0,3300.0,3345.0,1,0.0,0.0,0.0,0.0,0.0,0.0
7,10002,0.0,0.0,0.0,0.0,0.0,1900.0,2100.0,2200.0,2100.0,2100.0,2100.0,2193.0,2200.0,2250.0,2200.0,2219.5,2295.0,2275.0,2300.0,2295.0,2350.0,2350.0,2295.0,2275.0,2350.0,2300.0,2300.0,2300.0,2350.0,2350.0,2350.0,2395.0,2395.0,2400.0,2400.0,2400.0,2395.0,2400.0,2400.0,2400.0,2400.0,2400.0,2450.0,2495.0,2499.0,2500.0,2595.0,2575.0,2550.0,2541.0,2512.5,2600.0,2550.0,2595.0,2595.0,2500.0,2512.5,2662.5,2650.0,2650.0,2697.5,2650.0,2650.0,2650.0,2692.5,2650.0,2650.0,2650.0,2550.0,2595.0,2595.0,2600.0,2650.0,2550.0,2575.0,2500.0,2500.0,2650.0,2595.0,2600.0,2650.0,2600.0,2600.0,2591.0,2575.0,2500.0,2500.0,2500.0,2500.0,2500.0,2537.5,2599.0,2550.0,2625.0,2650.0,2650.0,2690.0,2612.5,2600.0,2695.0,2619.0,2695.0,2749.0,2675.0,2700.0,2725.0,2750.0,2799.0,1,0.0,0.0,0.0,0.0,0.0,0.0
8,10467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0,1062.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1050.0,1050.0,1100.0,1100.0,1100.0,1050.0,1020.0,1050.0,1050.0,1100.0,1100.0,1125.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1112.5,1150.0,1150.0,1175.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1225.0,1250.0,1250.0,1250.0,1250.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1345.0,1350.0,1350.0,1350.0,1395.0,1350.0,1350.0,1350.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1450.0,1425.0,1450.0,1400.0,1400.0,1450.0,1495.0,1500.0,1450.0,1425.0,1450.0,1450.0,1495.0,1500.0,1500.0,1450.0,1475.0,1500.0,1482.5,1475.0,1500.0,1500.0,1519.0,1550.0,1520.0,1,0.0,0.0,0.0,0.0,0.0,0.0
9,11226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,1250.0,1250.0,1275.0,1275.0,1275.0,1250.0,1250.0,1250.0,1237.5,1275.0,1295.0,1295.0,1300.0,1300.0,1300.0,1325.0,1300.0,1325.0,1325.0,1350.0,1350.0,1375.0,1375.0,1400.0,1450.0,1400.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1495.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1525.0,1575.0,1650.0,1600.0,1600.0,1625.0,1625.0,1650.0,1650.0,1600.0,1600.0,1600.0,1649.0,1600.0,1600.0,1650.0,1750.0,1699.0,1798.0,1846.0,1750.0,1650.0,1650.0,1635.0,1685.0,1700.0,1700.0,1700.0,1700.0,1662.5,1650.0,1697.0,1699.0,1650.0,1750.0,1750.0,1750.0,1775.5,1750.0,1750.0,1775.0,1775.0,1750.0,1750.0,1750.0,1750.0,1775.0,1800.0,1800.0,1799.0,1812.5,1850.0,1850.0,1799.0,1,0.0,0.0,0.0,0.0,0.0,0.0
12,10016,3097.5,3000.0,3200.0,2997.5,2750.0,2600.0,2750.0,2742.5,2800.0,2800.0,2850.0,2895.0,2900.0,2895.0,2900.0,2850.0,2863.0,2900.0,2895.0,2950.0,2995.0,3000.0,3050.0,3050.0,3095.0,3095.0,3100.0,3050.0,3000.0,3000.0,3050.0,3043.0,3042.0,3030.0,3100.0,3100.0,3145.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3150.0,3150.0,3495.0,3484.0,3400.0,3395.0,3395.0,3400.0,3395.0,3415.0,3438.0,3450.0,3416.0,3450.0,3450.0,3450.0,3450.0,3400.0,3395.0,3355.0,3331.0,3395.0,3425.0,3400.0,3400.0,3425.0,3353.0,3395.0,3391.0,3400.0,3324.0,3350.0,3300.0,3350.0,3400.0,3400.0,3400.0,3395.0,3400.0,3447.0,3422.5,3400.0,3318.0,3314.0,3334.0,3400.0,3425.5,3418.0,3500.0,3500.0,3495.0,3500.0,3450.0,3495.0,3483.0,3480.0,3480.0,3480.0,3500.0,3525.0,3503.5,3550.0,3573.5,3595.0,1,0.0,0.0,0.0,0.0,0.0,0.0
15,11235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1275.0,1275.0,1300.0,1300.0,1325.0,1325.0,1329.0,1340.0,1375.0,1375.0,1375.0,1375.0,1375.0,1375.0,1397.5,1385.0,1375.0,1400.0,1395.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1425.0,1475.0,1475.0,1450.0,1475.0,1500.0,1500.0,1500.0,1500.0,1500.0,1525.0,1625.0,1600.0,1550.0,1575.0,1600.0,1650.0,1623.0,1625.0,1600.0,1600.0,1600.0,1625.0,1650.0,1650.0,1675.0,1675.0,1675.0,1750.0,1675.0,1695.0,1675.0,1675.0,1675.0,1695.0,1675.0,1800.0,1850.0,1850.0,1850.0,1799.0,1775.0,1712.5,1717.5,1700.0,1750.0,1775.0,1750.0,1749.5,1800.0,1800.0,1800.0,1737.0,1727.5,1775.0,1800.0,1775.0,1750.0,1750.0,1750.0,1750.0,1825.0,1895.0,1870.0,1,0.0,0.0,0.0,0.0,0.0,0.0
16,11375,0.0,0.0,0.0,0.0,1500.0,1450.0,1425.0,1462.5,1575.0,1580.0,1500.0,1500.0,1550.0,1550.0,1500.0,1550.0,1625.0,1550.0,1550.0,1550.0,1600.0,1625.0,1625.0,1600.0,1600.0,1600.0,1600.0,1650.0,1650.0,1625.0,1625.0,1625.0,1650.0,1650.0,1725.0,1797.5,1795.0,1700.0,1690.0,1690.0,1700.0,1725.0,1725.0,1725.0,1750.0,1750.0,1800.0,1750.0,1795.0,1799.0,1795.0,1795.0,1800.0,1800.0,1850.0,1850.0,1895.0,1875.0,1875.0,1875.0,1880.0,1825.0,1825.0,1850.0,1870.0,1875.0,1850.0,1900.0,1950.0,1895.0,1900.0,1900.0,1900.0,1900.0,1900.0,1850.0,1875.0,1850.0,1897.5,1895.0,1895.0,1875.0,1875.0,1850.0,1895.0,1875.0,1850.0,1825.0,1850.0,1875.0,1862.5,1847.5,1850.0,1885.0,1850.0,1875.0,1850.0,1837.5,1875.0,1850.0,1875.0,1865.0,1850.0,1895.0,1925.0,1895.0,1938.0,1934.0,1,0.0,0.0,0.0,0.0,0.0,0.0
20,10029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,2600.0,2499.0,2600.0,2500.0,2495.0,2500.0,2475.0,2500.0,2550.0,2495.0,2500.0,2500.0,2495.0,2400.0,2500.0,2512.5,2495.0,2500.0,2388.5,2485.0,2495.0,2450.0,2595.0,2597.5,2575.0,2600.0,2600.0,2750.0,2700.0,1,0.0,0.0,0.0,0.0,0.0,0.0
21,11201,0.0,0.0,0.0,0.0,2698.0,2500.0,2472.0,2400.0,2400.0,2500.0,2549.0,2600.0,2650.0,2650.0,2700.0,2700.0,2800.0,2712.5,2800.0,2772.0,2742.0,2725.0,2798.5,2800.0,2800.0,2850.0,2900.0,2975.0,2956.0,2930.0,2900.0,2900.0,2940.0,2945.0,2995.0,3000.0,3000.0,3000.0,2900.0,2895.0,2850.0,2869.0,2850.0,2895.0,3000.0,3000.0,2950.0,2999.0,3000.0,3035.0,2950.0,2995.0,2997.0,3050.0,3157.0,3175.0,3220.0,3143.0,3100.0,3120.0,3190.0,3100.0,3100.0,3195.0,3184.5,3170.0,3134.0,3020.0,3000.0,3030.0,3099.5,3054.0,3150.0,3170.0,3050.0,2995.0,2946.0,3020.0,3020.0,3100.0,3100.0,3095.0,3100.0,3150.0,3100.0,3100.0,3095.0,3080.0,3035.0,3025.0,3100.0,3180.0,3195.0,3252.0,3295.0,3350.0,3278.5,3257.0,3250.0,3274.0,3260.0,3257.0,3307.5,3284.0,3299.5,3299.0,3359.0,3378.0,1,0.0,0.0,0.0,0.0,0.0,0.0
22,10009,0.0,0.0,0.0,0.0,2247.5,2450.0,2200.0,2200.0,2395.0,2300.0,2395.0,2450.0,2497.5,2550.0,2580.0,2593.5,2595.0,2600.0,2650.0,2650.0,2700.0,2750.0,2695.0,2750.0,2795.0,2800.0,2795.0,2699.0,2700.0,2595.0,2697.0,2750.0,2795.0,2750.0,2690.0,2695.0,2700.0,2695.0,2695.0,2650.0,2650.0,2785.0,2750.0,2750.0,2800.0,2795.0,3152.0,2999.0,2895.0,2891.5,2895.0,2899.0,2895.0,2895.0,2895.0,2695.0,2695.0,2792.5,2790.0,2800.0,2908.0,2897.5,2850.0,2829.0,2865.5,2895.0,2870.0,2952.0,2950.0,3000.0,2999.5,2850.0,2847.5,2795.0,2797.5,2800.0,2706.5,2850.0,2800.0,2825.0,2850.0,2825.0,2800.0,2800.0,2795.0,2772.5,2692.5,2699.0,2761.5,2750.0,2775.0,2800.0,2850.0,2800.0,2800.0,2700.0,2792.5,2790.0,2697.5,2770.0,2800.0,2895.0,2850.0,2857.0,2875.0,2950.0,2975.0,2912.5,1,0.0,0.0,0.0,0.0,0.0,0.0
27,10011,0.0,0.0,0.0,2895.0,2895.0,2800.0,3000.0,3025.0,3200.0,3100.0,3000.0,3100.0,3050.0,3100.0,3300.0,3300.0,3395.0,3300.0,3300.0,3400.0,3400.0,3300.0,3390.0,3395.0,3325.0,3300.0,3395.0,3400.0,3400.0,3300.0,3300.0,3395.0,3395.0,3400.0,3500.0,3500.0,3500.0,3500.0,3400.0,3440.0,3400.0,3400.0,3425.0,3450.0,3500.0,3500.0,3600.0,3600.0,3717.5,3664.5,3595.0,3700.0,3800.0,3795.5,3795.0,3800.0,3695.0,3595.0,3600.0,3795.0,3750.0,3795.0,3600.0,3595.0,3650.0,3695.0,3650.0,3600.0,3646.0,3750.0,3600.0,3690.0,3600.0,3633.5,3682.0,3557.0,3595.0,3795.0,3750.0,3797.5,3800.0,3759.0,3682.0,3700.0,3725.0,3750.0,3752.0,3697.5,3795.0,3800.0,3900.0,3850.0,3800.0,3737.5,3700.0,3862.0,3950.0,3895.0,3895.0,3885.0,3872.5,3900.0,3850.0,3900.0,3950.0,4000.0,4000.0,4000.0,1,0.0,0.0,0.0,0.0,0.0,0.0
28,10128,0.0,0.0,0.0,2100.0,2200.0,2185.0,2345.0,2450.0,2455.0,2350.0,2350.0,2450.0,2400.0,2495.0,2500.0,2400.0,2375.0,2362.5,2300.0,2375.0,2400.0,2450.0,2450.0,2500.0,2400.0,2495.0,2550.0,2495.0,2495.0,2400.0,2395.0,2395.0,2350.0,2399.5,2249.5,2425.0,2550.0,2599.0,2550.0,2550.0,2525.0,2550.0,2599.0,2595.0,2500.0,2550.0,2600.0,2600.0,2625.0,2650.0,2695.0,2695.0,2600.0,2677.5,2695.0,2675.0,2595.0,2614.5,2595.0,2695.0,2695.0,2670.0,2679.0,2695.0,2700.0,2750.0,2725.0,2675.0,2695.0,2675.0,2695.0,2670.0,2699.5,2695.0,2650.0,2700.0,2595.0,2672.0,2690.0,2697.5,2600.0,2600.0,2675.0,2750.0,2782.5,2700.0,2700.0,2680.0,2700.0,2692.5,2650.0,2597.0,2600.0,2692.5,2675.0,2700.0,2700.0,2750.0,2675.0,2695.0,2792.5,2712.5,2700.0,2700.0,2700.0,2772.5,2700.0,2675.0,1,0.0,0.0,0.0,0.0,0.0,0.0
37,11206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,1500.0,1650.0,1770.0,1650.0,1700.0,1700.0,1695.0,1650.0,1650.0,1700.0,1800.0,1750.0,1775.0,1900.0,1900.0,1975.0,1900.0,2000.0,1950.0,2000.0,1900.0,1850.0,1900.0,1900.0,1900.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2195.0,2100.0,2150.0,2150.0,2300.0,2274.5,2300.0,2400.0,2455.0,2500.0,2400.0,2200.0,2224.5,2300.0,2300.0,2450.0,2200.0,2200.0,2299.5,2300.0,2300.0,2350.0,2400.0,2350.0,2300.0,2442.0,2490.0,2300.0,2300.0,2200.0,2150.0,2100.0,2174.0,2200.0,2200.0,2195.0,2200.0,2300.0,2200.0,2200.0,2100.0,2000.0,2070.0,2000.0,2015.0,2200.0,2224.5,2250.0,2299.0,2399.5,2400.0,2399.0,2375.0,2342.5,2475.0,2485.0,2503.5,2528.0,2550.0,2485.0,2485.0,2597.0,1,0.0,0.0,0.0,0.0,0.0,0.0
39,10462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1085.0,1100.0,1145.0,1100.0,1100.0,1087.5,1075.0,1097.5,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1100.0,1150.0,1100.0,1150.0,1175.0,1175.0,1245.0,1199.0,1199.0,1199.0,1199.0,1199.0,1195.0,1199.0,1200.0,1199.0,1199.0,1199.0,1199.0,1200.0,1200.0,1278.0,1250.0,1250.0,1250.0,1255.0,1256.0,1250.0,1250.0,1295.0,1300.0,1300.0,1300.0,1300.0,1350.0,1375.0,1350.0,1350.0,1350.0,1350.0,1400.0,1400.0,1425.0,1400.0,1400.0,1450.0,1400.0,1450.0,1450.0,1400.0,1400.0,1425.0,1400.0,1400.0,1400.0,1400.0,1425.0,1425.0,1426.0,1450.0,1450.0,1450.0,1450.0,1400.0,1400.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1475.0,1475.0,1475.0,1500.0,1512.5,1550.0,1525.5,1550.0,1550.0,1550.0,1500.0,1,0.0,0.0,0.0,0.0,0.0,0.0
40,10456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,1350.0,1350.0,1395.0,1350.0,1325.0,1337.5,1400.0,1387.0,1375.0,1400.0,1325.0,1400.0,1459.0,1450.0,1475.0,1475.0,1450.0,1450.0,1400.0,1450.0,1450.0,1450.0,1450.0,1400.0,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,1425.0,1450.0,1450.0,1560.0,1575.0,1550.0,1575.0,1632.0,1,0.0,0.0,0.0,0.0,0.0,0.0
42,10003,0.0,2900.0,2950.0,2950.0,2900.0,2950.0,2912.5,2950.0,2995.0,2995.0,2950.0,2900.0,2975.0,3000.0,3000.0,3000.0,3095.0,3095.0,3000.0,3095.0,3195.0,3150.0,3100.0,3100.0,3200.0,3200.0,3100.0,3150.0,3100.0,3100.0,3195.0,3195.0,3195.0,3200.0,3150.0,3100.0,3195.0,3125.0,3200.0,3295.0,3295.0,3250.0,3200.0,3200.0,3250.0,3200.0,3350.0,3450.0,3450.0,3400.0,3395.0,3450.0,3500.0,3500.0,3400.0,3450.0,3300.0,3300.0,3300.0,3300.0,3450.0,3450.0,3400.0,3450.0,3395.0,3400.0,3450.0,3400.0,3400.0,3300.0,3325.0,3300.0,3350.0,3400.0,3350.0,3400.0,3385.0,3400.0,3362.5,3350.0,3300.0,3250.0,3250.0,3297.5,3300.0,3297.5,3335.0,3350.0,3395.0,3395.0,3350.0,3300.0,3200.0,3200.0,3300.0,3272.5,3395.0,3350.0,3369.0,3395.0,3350.0,3400.0,3400.0,3400.0,3400.0,3450.0,3483.0,3450.0,1,0.0,0.0,0.0,0.0,0.0,0.0
46,10019,0.0,2800.0,2877.5,2800.0,2700.0,2500.0,2840.0,2995.0,3100.0,2985.0,2950.0,2954.0,3000.0,3000.0,3115.0,3047.5,3010.0,3025.0,3000.0,3100.0,3100.0,3132.0,3158.5,3200.0,3200.0,3295.0,3300.0,3300.0,3290.0,3230.0,3220.0,3250.0,3250.0,3300.0,3300.0,3250.0,3274.5,3200.0,3200.0,3200.0,3175.0,3180.0,3195.0,3195.0,3278.0,3299.5,3521.5,3500.0,3500.0,3450.0,3450.0,3470.5,3450.0,3494.5,3454.0,3494.0,3462.5,3454.0,3453.5,3484.0,3490.0,3450.0,3441.0,3422.0,3400.0,3420.0,3400.0,3441.0,3436.5,3439.5,3395.0,3439.0,3439.0,3422.0,3400.0,3400.0,3350.0,3395.0,3377.0,3386.0,3450.0,3454.0,3450.0,3454.0,3450.0,3415.0,3400.0,3388.0,3400.0,3400.0,3421.0,3400.0,3456.0,3475.5,3454.0,3470.5,3474.0,3467.0,3455.0,3453.5,3439.0,3470.0,3475.5,3500.0,3550.0,3540.0,3550.0,3591.0,1,0.0,0.0,0.0,0.0,0.0,0.0
48,10463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1300.0,1275.0,1300.0,1325.0,1350.0,1400.0,1450.0,1400.0,1400.0,1450.0,1400.0,1300.0,1329.0,1300.0,1500.0,1550.0,1650.0,1625.0,1600.0,1650.0,1700.0,1695.0,1625.0,1550.0,1350.0,1300.0,1350.0,1400.0,1350.0,1350.0,1350.0,1450.0,1500.0,1575.0,1500.0,1500.0,1485.0,1500.0,1450.0,1500.0,1500.0,1497.5,1595.0,1650.0,1595.0,1500.0,1500.0,1600.0,1500.0,1500.0,1645.0,1650.0,1567.5,1595.0,1700.0,1700.0,1695.0,1700.0,1700.0,1600.0,1650.0,1625.0,1595.0,1700.0,1700.0,1775.0,1775.0,1799.0,1775.0,1775.0,1750.0,1750.0,1750.0,1700.0,1750.0,1700.0,1700.0,1800.0,1849.0,1825.0,1795.0,1800.0,1800.0,1825.0,1800.0,1766.5,1775.0,1794.5,1825.0,1850.0,1850.0,1850.0,1825.0,1800.0,1778.0,1,0.0,0.0,0.0,0.0,0.0,0.0
51,11230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1250.0,1225.0,1200.0,1200.0,1250.0,1250.0,1240.0,1195.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1300.0,1300.0,1325.0,1325.0,1350.0,1350.0,1350.0,1350.0,1350.0,1375.0,1395.0,1395.0,1395.0,1350.0,1375.0,1400.0,1400.0,1400.0,1450.0,1450.0,1475.0,1450.0,1450.0,1425.0,1400.0,1425.0,1425.0,1450.0,1450.0,1475.0,1500.0,1500.0,1500.0,1500.0,1500.0,1525.0,1525.0,1525.0,1525.0,1550.0,1575.0,1575.0,1575.0,1550.0,1575.0,1550.0,1590.0,1695.0,1600.0,1600.0,1612.5,1600.0,1640.0,1607.5,1595.0,1595.0,1597.5,1595.0,1595.0,1600.0,1600.0,1600.0,1636.5,1600.0,1625.0,1625.0,1600.0,1612.5,1599.0,1662.5,1662.5,1684.5,1650.0,1600.0,1600.0,1662.5,1675.0,1600.0,1750.0,1700.0,1670.5,1650.0,1,0.0,0.0,0.0,0.0,0.0,0.0
54,11209,0.0,0.0,0.0,0.0,0.0,1362.5,1350.0,1300.0,1375.0,1350.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1375.0,1350.0,1350.0,1350.0,1350.0,1370.0,1400.0,1450.0,1425.0,1450.0,1400.0,1425.0,1450.0,1450.0,1450.0,1450.0,1475.0,1475.0,1450.0,1450.0,1450.0,1450.0,1450.0,1475.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1595.0,1600.0,1625.0,1600.0,1600.0,1599.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1600.0,1650.0,1650.0,1675.0,1650.0,1650.0,1650.0,1650.0,1625.0,1650.0,1600.0,1600.0,1650.0,1650.0,1650.0,1650.0,1649.5,1650.0,1675.0,1650.0,1675.0,1650.0,1699.0,1699.0,1650.0,1675.0,1650.0,1650.0,1675.0,1662.5,1675.0,1675.0,1699.0,1700.0,1650.0,1,0.0,0.0,0.0,0.0,0.0,0.0
59,11221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1350.0,1400.0,1350.0,1400.0,1400.0,1400.0,1350.0,1350.0,1400.0,1395.0,1395.0,1400.0,1450.0,1450.0,1429.0,1500.0,1475.0,1475.0,1500.0,1500.0,1500.0,1500.0,1550.0,1550.0,1600.0,1700.0,1700.0,1700.0,1750.0,1750.0,1750.0,1697.5,1695.0,1700.0,1750.0,1750.0,1800.0,1800.0,1800.0,1800.0,1700.0,1700.0,1750.0,1750.0,1750.0,1800.0,1800.0,1800.0,1850.0,1875.0,1850.0,1850.0,1850.0,1899.5,1925.0,1937.5,1950.0,2000.0,2000.0,2000.0,2000.0,2049.5,2100.0,2100.0,2015.0,2099.0,2000.0,2000.0,2000.0,2016.0,2150.0,2100.0,2100.0,2144.0,2083.0,2059.5,2100.0,2000.0,2099.0,2080.0,2100.0,2150.0,2200.0,2200.0,2180.0,2181.5,2200.0,2195.0,2108.0,2152.5,2150.0,2150.0,2225.0,2165.0,2199.0,2275.0,2300.0,2295.0,1,0.0,0.0,0.0,0.0,0.0,0.0
64,10024,0.0,0.0,0.0,2625.0,2500.0,2550.0,2585.0,2640.0,2695.0,2575.0,2697.5,2750.0,2800.0,2800.0,2850.0,2900.0,2800.0,2800.0,2800.0,2800.0,2785.0,2700.0,2800.0,2795.0,2800.0,2850.0,2850.0,2800.0,2799.0,2799.0,2795.0,2800.0,2851.0,2850.0,2800.0,2795.0,2900.0,2995.0,2995.0,2950.0,2905.0,2950.0,2995.0,2995.0,2950.0,2900.0,3200.0,3050.0,3000.0,2995.0,2999.5,2995.0,2995.0,3080.0,2999.0,2995.0,2900.0,2950.0,2995.0,2995.0,3000.0,3000.0,3000.0,3000.0,3100.0,3000.0,3040.0,3130.0,3140.0,3000.0,2995.0,2950.0,2995.0,3070.0,2996.5,2900.0,2995.0,2950.0,2950.0,2950.0,2950.0,2950.0,2900.0,2998.5,3000.0,2995.0,2964.5,2907.5,2907.5,2915.0,2996.5,2950.0,2995.0,2900.0,2915.0,2995.0,2950.0,2962.5,2941.5,2992.5,2995.0,2995.0,3000.0,3175.0,3000.0,2995.0,2995.0,3040.0,1,0.0,0.0,0.0,0.0,0.0,0.0
